Gilt Name,Close of Business Date,ISIN,Type,Coupon,Maturity,Clean Price,Dirty Price,Purchased_Price,Yield,Mod Duration,Accrued Interest
UKT 0.625 07/35,26/04/2023,GB00BMGR2916,Conventional,0.625,31/07/2035,68.84,68.988481,99,3.833792,11.457789,0.148481
UKT 4.25 03/36,20/04/2023,GB0032452392,Conventional,4.25,07/03/2036,103.36,103.879701,103,3.914939,9.860851,0.519701
UKT 4.25 03/36,21/04/2023,GB0032452392,Conventional,4.25,07/03/2036,103.48,104.034348,105,3.90305,9.855372,0.554348
UKT 4.25 03/36,24/04/2023,GB0032452392,Conventional,4.25,07/03/2036,103.57,104.135897,103,3.894215,9.854576,0.565897
UKT 4.25 03/36,25/04/2023,GB0032452392,Conventional,4.25,07/03/2036,104.39,104.967446,107,3.814616,9.868735,0.577446
UKT 4.25 03/36,26/04/2023,GB0032452392,Conventional,4.25,07/03/2036,104.23,104.818995,102,3.830004,9.862818,0.588995
UKT 1.75 09/37,20/04/2023,GB00BZB26Y51,Conventional,1.75,07/09/2037,75.39,75.603995,109,4.020303,12.181175,0.213995
UKT 1.75 09/37,21/04/2023,GB00BZB26Y51,Conventional,1.75,07/09/2037,75.51,75.738261,93,4.008394,12.175676,0.228261
UKT 1.75 09/37,24/04/2023,GB00BZB26Y51,Conventional,1.75,07/09/2037,75.59,75.823016,99,4.000093,12.174748,0.233016
UKT 1.75 09/37,25/04/2023,GB00BZB26Y51,Conventional,1.75,07/09/2037,76.26,76.497772,111,3.928234,12.18709,0.237772
UKT 1.75 09/37,26/04/2023,GB00BZB26Y51,Conventional,1.75,07/09/2037,76.1,76.342527,92,3.945777,12.180766,0.242527
UKT 3.75 01/38,20/04/2023,GB00BQC4R999,Conventional,3.75,29/01/2038,96.74,97.589448,96,4.044863,11.088038,0.849448
UKT 3.75 01/38,21/04/2023,GB00BQC4R999,Conventional,3.75,29/01/2038,96.86,97.740525,100,4.033898,11.083002,0.880525
UKT 3.75 01/38,24/04/2023,GB00BQC4R999,Conventional,3.75,29/01/2038,96.93,97.820884,100,4.027478,11.082102,0.890884
UKT 3.75 01/38,25/04/2023,GB00BQC4R999,Conventional,3.75,29/01/2038,97.7,98.601243,103,3.956818,11.099262,0.901243
UKT 3.75 01/38,26/04/2023,GB00BQC4R999,Conventional,3.75,29/01/2038,97.5,98.411602,93,3.975147,11.091403,0.911602
UKT 4.75 12/38,20/04/2023,GB00B00NY175,Conventional,4.75,07/12/2038,108.31,110.071676,107,4.027935,10.999824,1.761676
UKT 4.75 12/38,21/04/2023,GB00B00NY175,Conventional,4.75,07/12/2038,108.45,110.250824,104,4.016132,10.995688,1.800824
UKT 4.75 12/38,24/04/2023,GB00B00NY175,Conventional,4.75,07/12/2038,108.54,110.353874,103,4.008628,10.995501,1.813874
UKT 4.75 12/38,25/04/2023,GB00B00NY175,Conventional,4.75,07/12/2038,109.42,111.246923,95,3.936378,11.016919,1.826923
UKT 4.75 12/38,26/04/2023,GB00B00NY175,Conventional,4.75,07/12/2038,109.19,111.029973,109,3.955079,11.007988,1.839973
UKT 1.125 01/39,20/04/2023,GB00BLPK7334,Conventional,1.125,31/01/2039,65.99,66.238619,93,4.066302,13.777536,0.248619
UKT 1.125 01/39,21/04/2023,GB00BLPK7334,Conventional,1.125,31/01/2039,66.1,66.357942,102,4.055655,13.77177,0.257942
UKT 1.125 01/39,24/04/2023,GB00BLPK7334,Conventional,1.125,31/01/2039,66.18,66.44105,96,4.047371,13.770895,0.26105
UKT 1.125 01/39,25/04/2023,GB00BLPK7334,Conventional,1.125,31/01/2039,66.81,67.074157,106,3.979331,13.78321,0.264157
UKT 1.125 01/39,26/04/2023,GB00BLPK7334,Conventional,1.125,31/01/2039,66.61,66.877265,109,4.001457,13.775622,0.267265
UKT 4.25 09/39,20/04/2023,GB00B3KJDS62,Conventional,4.25,07/09/2039,102.15,102.669701,105,4.06855,11.718153,0.519701
UKT 4.25 09/39,21/04/2023,GB00B3KJDS62,Conventional,4.25,07/09/2039,102.29,102.844348,105,4.056842,11.714303,0.554348
UKT 4.25 09/39,24/04/2023,GB00B3KJDS62,Conventional,4.25,07/09/2039,102.38,102.945897,94,4.049348,11.714288,0.565897
UKT 4.25 09/39,25/04/2023,GB00B3KJDS62,Conventional,4.25,07/09/2039,103.21,103.787446,108,3.980833,11.735819,0.577446
UKT 4.25 09/39,26/04/2023,GB00B3KJDS62,Conventional,4.25,07/09/2039,102.95,103.538995,100,4.00218,11.725621,0.588995
UKT 4.25 12/40,20/04/2023,GB00B6460505,Conventional,4.25,07/12/2040,102.05,103.626236,106,4.085392,12.199055,1.576236
UKT 4.25 12/40,21/04/2023,GB00B6460505,Conventional,4.25,07/12/2040,102.2,103.811264,102,4.073495,12.196023,1.611264
UKT 4.25 12/40,24/04/2023,GB00B6460505,Conventional,4.25,07/12/2040,102.3,103.92294,98,4.065587,12.196684,1.62294
UKT 4.25 12/40,25/04/2023,GB00B6460505,Conventional,4.25,07/12/2040,103.17,104.804615,104,3.997293,12.222919,1.634615
UKT 4.25 12/40,26/04/2023,GB00B6460505,Conventional,4.25,07/12/2040,102.83,104.476291,100,4.023871,12.208974,1.646291
UKT 1.25 10/41,20/04/2023,GB00BJQWYH73,Conventional,1.25,22/10/2041,63.43,63.426566,100,4.08606,15.607048,-0.003434
UKT 1.25 10/41,21/04/2023,GB00BJQWYH73,Conventional,1.25,22/10/2041,63.56,63.566831,92,4.074029,15.602985,0.006831
UKT 1.25 10/41,24/04/2023,GB00BJQWYH73,Conventional,1.25,22/10/2041,63.65,63.660246,103,4.065323,15.603188,0.010246
UKT 1.25 10/41,25/04/2023,GB00BJQWYH73,Conventional,1.25,22/10/2041,64.35,64.363661,109,3.99564,15.623521,0.013661
UKT 1.25 10/41,26/04/2023,GB00BJQWYH73,Conventional,1.25,22/10/2041,64.09,64.107077,101,4.021911,15.612178,0.017077
UKT 4.5 12/42,20/04/2023,GB00B1VWPJ53,Conventional,4.5,07/12/2042,105.4,107.068956,103,4.096633,12.948705,1.668956
UKT 4.5 12/42,21/04/2023,GB00B1VWPJ53,Conventional,4.5,07/12/2042,105.57,107.276044,93,4.084287,12.947175,1.706044
UKT 4.5 12/42,24/04/2023,GB00B1VWPJ53,Conventional,4.5,07/12/2042,105.67,107.388407,111,4.077059,12.948315,1.718407
UKT 4.5 12/42,25/04/2023,GB00B1VWPJ53,Conventional,4.5,07/12/2042,106.64,108.370769,101,4.007672,12.982382,1.730769
UKT 4.5 12/42,26/04/2023,GB00B1VWPJ53,Conventional,4.5,07/12/2042,106.25,107.993132,96,4.035422,12.964994,1.743132
UKT 3.25 01/44,20/04/2023,GB00B84Z9V04,Conventional,3.25,22/01/2044,87.62,88.419033,93,4.144913,14.383688,0.799033
UKT 3.25 01/44,21/04/2023,GB00B84Z9V04,Conventional,3.25,22/01/2044,87.78,88.605967,105,4.13259,14.382672,0.825967
UKT 3.25 01/44,24/04/2023,GB00B84Z9V04,Conventional,3.25,22/01/2044,87.93,88.764945,94,4.120913,14.386693,0.834945
UKT 3.25 01/44,25/04/2023,GB00B84Z9V04,Conventional,3.25,22/01/2044,88.79,89.633923,101,4.054057,14.422458,0.843923
UKT 3.25 01/44,26/04/2023,GB00B84Z9V04,Conventional,3.25,22/01/2044,88.5,89.352901,112,4.076613,14.406779,0.852901
UKT 3.5 01/45,20/04/2023,GB00BN65R313,Conventional,3.5,22/01/2045,90.77,91.630497,95,4.147905,14.600753,0.860497
UKT 3.5 01/45,21/04/2023,GB00BN65R313,Conventional,3.5,22/01/2045,90.94,91.829503,92,4.135373,14.600663,0.889503
UKT 3.5 01/45,24/04/2023,GB00BN65R313,Conventional,3.5,22/01/2045,91.07,91.969171,92,4.125738,14.604128,0.899171
UKT 3.5 01/45,25/04/2023,GB00BN65R313,Conventional,3.5,22/01/2045,91.93,92.83884,100,4.062142,14.642119,0.90884
UKT 3.5 01/45,26/04/2023,GB00BN65R313,Conventional,3.5,22/01/2045,91.62,92.538508,110,4.085046,14.624762,0.918508
UKT 0.875 01/46,20/04/2023,GB00BNNGP775,Conventional,0.875,31/01/2046,52.34,52.53337,109,4.120499,19.151912,0.19337
UKT 0.875 01/46,21/04/2023,GB00BNNGP775,Conventional,0.875,31/01/2046,52.49,52.690622,92,4.106654,19.150684,0.200622
UKT 0.875 01/46,24/04/2023,GB00BNNGP775,Conventional,0.875,31/01/2046,52.59,52.793039,94,4.0971,19.152729,0.203039
UKT 0.875 01/46,25/04/2023,GB00BNNGP775,Conventional,0.875,31/01/2046,53.24,53.445456,101,4.0336,19.181512,0.205456
UKT 0.875 01/46,26/04/2023,GB00BNNGP775,Conventional,0.875,31/01/2046,53,53.207873,93,4.057413,19.167014,0.207873
UKT 4.25 12/46,20/04/2023,GB00B128DP45,Conventional,4.25,07/12/2046,101.6,103.176236,94,4.142895,14.672759,1.576236
UKT 4.25 12/46,21/04/2023,GB00B128DP45,Conventional,4.25,07/12/2046,101.77,103.381264,94,4.131666,14.673302,1.611264
UKT 4.25 12/46,24/04/2023,GB00B128DP45,Conventional,4.25,07/12/2046,101.88,103.50294,107,4.124416,14.676174,1.62294
UKT 4.25 12/46,25/04/2023,GB00B128DP45,Conventional,4.25,07/12/2046,102.84,104.474615,110,4.061603,14.721657,1.634615
UKT 4.25 12/46,26/04/2023,GB00B128DP45,Conventional,4.25,07/12/2046,102.47,104.116291,92,4.08571,14.70048,1.646291
UKT 1.5 07/47,20/04/2023,GB00BDCHBW80,Conventional,1.5,22/07/2047,60.02,60.388785,97,4.123234,18.485476,0.368785
UKT 1.5 07/47,21/04/2023,GB00BDCHBW80,Conventional,1.5,22/07/2047,60.17,60.551215,102,4.11053,18.486399,0.381215
UKT 1.5 07/47,24/04/2023,GB00BDCHBW80,Conventional,1.5,22/07/2047,60.27,60.655359,94,4.101842,18.489872,0.385359
UKT 1.5 07/47,25/04/2023,GB00BDCHBW80,Conventional,1.5,22/07/2047,60.96,61.349503,108,4.040969,18.53037,0.389503
UKT 1.5 07/47,26/04/2023,GB00BDCHBW80,Conventional,1.5,22/07/2047,60.71,61.103646,102,4.063248,18.511869,0.393646
UKT 1.75 01/49,20/04/2023,GB00BFWFPP71,Conventional,1.75,22/01/2049,62.79,63.220249,108,4.103699,18.706695,0.430249
UKT 1.75 01/49,21/04/2023,GB00BFWFPP71,Conventional,1.75,22/01/2049,62.95,63.394751,105,4.090762,18.709596,0.444751
UKT 1.75 01/49,24/04/2023,GB00BFWFPP71,Conventional,1.75,22/01/2049,63.05,63.499586,103,4.082529,18.713898,0.449586
UKT 1.75 01/49,25/04/2023,GB00BFWFPP71,Conventional,1.75,22/01/2049,63.79,64.24442,94,4.020888,18.763569,0.45442
UKT 1.75 01/49,26/04/2023,GB00BFWFPP71,Conventional,1.75,22/01/2049,63.51,63.969254,105,4.044366,18.740933,0.459254
UKT 4.25 12/49,20/04/2023,GB00B39R3707,Conventional,4.25,07/12/2049,102.06,103.636236,100,4.121596,15.731015,1.576236
UKT 4.25 12/49,21/04/2023,GB00B39R3707,Conventional,4.25,07/12/2049,102.23,103.841264,105,4.111168,15.73301,1.611264
UKT 4.25 12/49,24/04/2023,GB00B39R3707,Conventional,4.25,07/12/2049,102.32,103.94294,102,4.105658,15.735638,1.62294
UKT 4.25 12/49,25/04/2023,GB00B39R3707,Conventional,4.25,07/12/2049,103.32,104.954615,98,4.044916,15.79159,1.634615
UKT 4.25 12/49,26/04/2023,GB00B39R3707,Conventional,4.25,07/12/2049,102.92,104.566291,112,4.069108,15.765543,1.646291
UKT 0.625 10/50,20/04/2023,GB00BMBL1F74,Conventional,0.625,22/10/2050,43.47,43.468283,109,4.05351,23.244255,-0.001717
UKT 0.625 10/50,21/04/2023,GB00BMBL1F74,Conventional,0.625,22/10/2050,43.6,43.603415,111,4.041572,23.244469,0.003415
UKT 0.625 10/50,24/04/2023,GB00BMBL1F74,Conventional,0.625,22/10/2050,43.68,43.685123,98,4.033989,23.247034,0.005123
UKT 0.625 10/50,25/04/2023,GB00BMBL1F74,Conventional,0.625,22/10/2050,44.29,44.296831,103,3.974687,23.285216,0.006831
UKT 0.625 10/50,26/04/2023,GB00BMBL1F74,Conventional,0.625,22/10/2050,44.06,44.068538,107,3.997349,23.266952,0.008538
UKT 1.25 07/51,20/04/2023,GB00BLH38158,Conventional,1.25,31/07/2051,52.87,53.146243,105,4.071216,21.211767,0.276243
UKT 1.25 07/51,21/04/2023,GB00BLH38158,Conventional,1.25,31/07/2051,53.01,53.296602,102,4.05947,21.21522,0.286602
UKT 1.25 07/51,24/04/2023,GB00BLH38158,Conventional,1.25,31/07/2051,53.1,53.390055,106,4.051736,21.220128,0.290055
UKT 1.25 07/51,25/04/2023,GB00BLH38158,Conventional,1.25,31/07/2051,53.8,54.093508,94,3.990652,21.277422,0.293508
UKT 1.25 07/51,26/04/2023,GB00BLH38158,Conventional,1.25,31/07/2051,53.54,53.836961,101,4.013522,21.25228,0.296961
UKT 3.75 07/52,20/04/2023,GB00B6RNH572,Conventional,3.75,22/07/2052,94.13,95.051961,100,4.095862,17.113616,0.921961
UKT 3.75 07/52,21/04/2023,GB00B6RNH572,Conventional,3.75,22/07/2052,94.33,95.283039,112,4.083636,17.119631,0.953039
UKT 3.75 07/52,24/04/2023,GB00B6RNH572,Conventional,3.75,22/07/2052,94.47,95.433398,108,4.075079,17.126817,0.963398
UKT 3.75 07/52,25/04/2023,GB00B6RNH572,Conventional,3.75,22/07/2052,95.46,96.433757,97,4.014957,17.193616,0.973757
UKT 3.75 07/52,26/04/2023,GB00B6RNH572,Conventional,3.75,22/07/2052,95.1,96.084116,106,4.036741,17.165725,0.984116
UKT 1.5 07/53,20/04/2023,GB00BM8Z2V59,Conventional,1.5,31/07/2053,55.48,55.811492,92,4.071324,21.340155,0.331492
UKT 1.5 07/53,21/04/2023,GB00BM8Z2V59,Conventional,1.5,31/07/2053,55.64,55.983923,93,4.058434,21.347622,0.343923
UKT 1.5 07/53,24/04/2023,GB00BM8Z2V59,Conventional,1.5,31/07/2053,55.74,56.088066,104,4.050249,21.354807,0.348066
UKT 1.5 07/53,25/04/2023,GB00BM8Z2V59,Conventional,1.5,31/07/2053,56.47,56.82221,98,3.989967,21.42481,0.35221
UKT 1.5 07/53,26/04/2023,GB00BM8Z2V59,Conventional,1.5,31/07/2053,56.2,56.556354,98,4.012382,21.395096,0.356354
UKT 3.75 10/53,20/04/2023,GB00BPCJD997,Conventional,3.75,22/10/2053,93.72,93.709698,103,4.113225,17.634603,-0.010302
UKT 3.75 10/53,21/04/2023,GB00BPCJD997,Conventional,3.75,22/10/2053,93.91,93.930492,101,4.101775,17.640671,0.020492
UKT 3.75 10/53,24/04/2023,GB00BPCJD997,Conventional,3.75,22/10/2053,94.03,94.060738,96,4.09455,17.6469,0.030738
UKT 3.75 10/53,25/04/2023,GB00BPCJD997,Conventional,3.75,22/10/2053,95.03,95.070984,112,4.034755,17.717932,0.040984
UKT 3.75 10/53,26/04/2023,GB00BPCJD997,Conventional,3.75,22/10/2053,94.66,94.71123,111,4.056789,17.688092,0.05123
UKT 1.625 10/54,20/04/2023,GB00BJLR0J16,Conventional,1.625,22/10/2054,57.04,57.035536,109,4.051208,21.617131,-0.004464
UKT 1.625 10/54,21/04/2023,GB00BJLR0J16,Conventional,1.625,22/10/2054,57.2,57.20888,107,4.038694,21.625582,0.00888
UKT 1.625 10/54,24/04/2023,GB00BJLR0J16,Conventional,1.625,22/10/2054,57.3,57.31332,105,4.030766,21.633352,0.01332
UKT 1.625 10/54,25/04/2023,GB00BJLR0J16,Conventional,1.625,22/10/2054,58.04,58.05776,95,3.971714,21.70836,0.01776
UKT 1.625 10/54,26/04/2023,GB00BJLR0J16,Conventional,1.625,22/10/2054,57.77,57.792199,110,3.993345,21.677252,0.022199
UKT 4.25 12/55,20/04/2023,GB00B06YGN05,Conventional,4.25,07/12/2055,103.35,104.926236,97,4.06352,17.553154,1.576236
UKT 4.25 12/55,21/04/2023,GB00B06YGN05,Conventional,4.25,07/12/2055,103.6,105.211264,93,4.049955,17.564049,1.611264
UKT 4.25 12/55,24/04/2023,GB00B06YGN05,Conventional,4.25,07/12/2055,103.74,105.36294,111,4.042382,17.571951,1.62294
UKT 4.25 12/55,25/04/2023,GB00B06YGN05,Conventional,4.25,07/12/2055,104.82,106.454615,98,3.984472,17.650312,1.634615
UKT 4.25 12/55,26/04/2023,GB00B06YGN05,Conventional,4.25,07/12/2055,104.4,106.046291,112,4.006882,17.616243,1.646291
UKT 1.75 07/57,20/04/2023,GB00BD0XH204,Conventional,1.75,22/07/2057,58.44,58.870249,109,3.984138,22.162088,0.430249
UKT 1.75 07/57,21/04/2023,GB00BD0XH204,Conventional,1.75,22/07/2057,58.59,59.034751,105,3.973023,22.171976,0.444751
UKT 1.75 07/57,24/04/2023,GB00BD0XH204,Conventional,1.75,22/07/2057,58.69,59.139586,96,3.965512,22.181435,0.449586
UKT 1.75 07/57,25/04/2023,GB00BD0XH204,Conventional,1.75,22/07/2057,59.49,59.94442,110,3.905187,22.276324,0.45442
UKT 1.75 07/57,26/04/2023,GB00BD0XH204,Conventional,1.75,22/07/2057,59.19,59.649254,93,3.927846,22.236981,0.459254
UKT 4 01/60,20/04/2023,GB00B54QLM75,Conventional,4,22/01/2060,100.26,101.243425,104,3.986206,19.008105,0.983425
UKT 4 01/60,21/04/2023,GB00B54QLM75,Conventional,4,22/01/2060,100.48,101.496575,98,3.97479,19.019693,1.016575
UKT 4 01/60,24/04/2023,GB00B54QLM75,Conventional,4,22/01/2060,100.61,101.637624,101,3.968061,19.028607,1.027624
UKT 4 01/60,25/04/2023,GB00B54QLM75,Conventional,4,22/01/2060,101.83,102.868674,94,3.90553,19.134008,1.038674
UKT 4 01/60,26/04/2023,GB00B54QLM75,Conventional,4,22/01/2060,101.39,102.439724,111,3.927953,19.09251,1.049724
UKT 0.5 10/61,20/04/2023,GB00BMBL1D50,Conventional,0.5,22/10/2061,33.45,33.448626,111,3.808819,30.849753,-0.001374
UKT 0.5 10/61,21/04/2023,GB00BMBL1D50,Conventional,0.5,22/10/2061,33.58,33.582732,93,3.796854,30.860734,0.002732
UKT 0.5 10/61,24/04/2023,GB00BMBL1D50,Conventional,0.5,22/10/2061,33.62,33.624098,104,3.793198,30.863864,0.004098
UKT 0.5 10/61,25/04/2023,GB00BMBL1D50,Conventional,0.5,22/10/2061,34.17,34.175464,104,3.740897,30.943989,0.005464
UKT 0.5 10/61,26/04/2023,GB00BMBL1D50,Conventional,0.5,22/10/2061,33.94,33.946831,105,3.762931,30.906494,0.006831
UKT 2.5 07/65,20/04/2023,GB00BYYMZX75,Conventional,2.5,22/07/2065,70.94,71.554641,105,3.911086,22.463318,0.614641
UKT 2.5 07/65,21/04/2023,GB00BYYMZX75,Conventional,2.5,22/07/2065,71.12,71.755359,108,3.900047,22.48148,0.635359
UKT 2.5 07/65,24/04/2023,GB00BYYMZX75,Conventional,2.5,22/07/2065,71.23,71.872265,96,3.893282,22.494886,0.642265
UKT 2.5 07/65,25/04/2023,GB00BYYMZX75,Conventional,2.5,22/07/2065,72.14,72.789171,105,3.837559,22.625009,0.649171
UKT 2.5 07/65,26/04/2023,GB00BYYMZX75,Conventional,2.5,22/07/2065,71.79,72.446077,95,3.858933,22.571329,0.656077
UKT 3.5 07/68,20/04/2023,GB00BBJNQY21,Conventional,3.5,22/07/2068,91.3,92.160497,102,3.911405,21.401259,0.860497
UKT 3.5 07/68,21/04/2023,GB00BBJNQY21,Conventional,3.5,22/07/2068,91.54,92.429503,94,3.89929,21.423301,0.889503
UKT 3.5 07/68,24/04/2023,GB00BBJNQY21,Conventional,3.5,22/07/2068,91.71,92.609171,92,3.890726,21.441931,0.899171
UKT 3.5 07/68,25/04/2023,GB00BBJNQY21,Conventional,3.5,22/07/2068,92.81,93.71884,96,3.835841,21.576246,0.90884
UKT 3.5 07/68,26/04/2023,GB00BBJNQY21,Conventional,3.5,22/07/2068,92.39,93.308508,111,3.856692,21.521428,0.918508
UKT 1.625 10/71,20/04/2023,GB00BFMCN652,Conventional,1.625,22/10/2071,52.21,52.205536,110,3.783658,26.658249,-0.004464
UKT 1.625 10/71,21/04/2023,GB00BFMCN652,Conventional,1.625,22/10/2071,52.39,52.39888,100,3.770952,26.691128,0.00888
UKT 1.625 10/71,24/04/2023,GB00BFMCN652,Conventional,1.625,22/10/2071,52.5,52.51332,110,3.763163,26.713543,0.01332
UKT 1.625 10/71,25/04/2023,GB00BFMCN652,Conventional,1.625,22/10/2071,53.26,53.27776,100,3.709612,26.883488,0.01776
UKT 1.625 10/71,26/04/2023,GB00BFMCN652,Conventional,1.625,22/10/2071,52.96,52.982199,102,3.730707,26.81279,0.022199
UKT 1.125 10/73,20/04/2023,GB00BLBDX619,Conventional,1.125,22/10/2073,41.3,41.296909,109,3.70256,29.861915,-0.003091
UKT 1.125 10/73,21/04/2023,GB00BLBDX619,Conventional,1.125,22/10/2073,41.45,41.456148,98,3.690687,29.896671,0.006148
UKT 1.125 10/73,24/04/2023,GB00BLBDX619,Conventional,1.125,22/10/2073,41.56,41.569221,105,3.681914,29.925618,0.009221
UKT 1.125 10/73,25/04/2023,GB00BLBDX619,Conventional,1.125,22/10/2073,42.23,42.242295,111,3.62874,30.114533,0.012295
UKT 1.125 10/73,26/04/2023,GB00BLBDX619,Conventional,1.125,22/10/2073,41.97,41.985369,100,3.649352,30.037605,0.015369
